is_interactive,	number_of_scripts,	number_of_completed_tutorials,	author_name,	join_date,	features,	activedays,	receivedpositivereviews,	subscribers,	score,	
0,	2,	1,	User57365,	2013-12-26 18:43:02,	30,	1,	0,	0,	13,
0,	2,	2,	User19959,	2013-12-26 15:19:34,	25,	4,	0,	0,	15,
0,	2,	1,	User000690,	2013-12-20 23:36:36,	66,	4,	0,	0,	19,
0,	2,	2,	Franklin Sam,	2013-10-22 16:20:21,	1,	2,	0,	0,	3,
0,	2,	1,	Precious Williams,	2013-12-19 20:16:17,	48,	1,	0,	0,	14,
0,	2,	1,	User529819,	2013-08-26 02:58:42,	30,	6,	0,	0,	18,
0,	2,	1,	Helen Nguyen5,	2013-12-09 17:20:55,	44,	4,	0,	0,	17,
0,	2,	1,	Garrett Kyle,	2013-12-17 16:05:57,	48,	3,	0,	0,	16,
0,	2,	1,	Ellie Mitchell,	2013-12-12 22:29:48,	48,	6,	0,	0,	19,
0,	2,	1,	Katie HANSFORD (Student),	2013-12-09 15:53:58,	48,	2,	0,	0,	15,
0,	2,	1,	Stephen Coniglio,	2013-12-13 15:56:34,	30,	5,	0,	0,	17,
0,	2,	1,	Alaina Keys,	2013-12-15 22:38:33,	53,	4,	0,	0,	18,
0,	2,	1,	Klayshaun Smith,	2013-12-15 17:40:23,	48,	2,	0,	0,	15,
0,	2,	1,	spencer man,	2013-12-13 01:13:12,	53,	2,	0,	0,	16,
0,	2,	2,	Sima Manafi,	2013-12-14 17:31:06,	42,	2,	0,	0,	15,
0,	2,	2,	Julie Tapp,	2013-12-14 17:36:13,	42,	1,	0,	0,	14,
0,	2,	2,	Donna DeLap,	2013-12-14 17:42:00,	42,	1,	0,	0,	14,
0,	2,	1,	Steve Harding,	2013-12-12 02:37:07,	26,	2,	0,	0,	13,
0,	2,	1,	Arshiya Jeelani,	2013-12-13 01:58:38,	30,	2,	0,	0,	14,
0,	2,	1,	Raquel Hernandez,	2013-12-12 20:39:02,	30,	1,	0,	0,	13,
0,	2,	2,	Cali Young,	2013-12-12 18:12:00,	12,	2,	0,	0,	12,
0,	2,	1,	User311701,	2013-12-10 20:13:59,	57,	10,	0,	0,	24,
0,	2,	1,	Shaan Nijjar,	2013-12-12 18:12:18,	22,	1,	0,	0,	12,
0,	2,	1,	User49173,	2013-12-12 03:08:03,	26,	2,	0,	0,	13,
0,	2,	1,	Wahaj Ayub,	2013-12-12 10:51:00,	30,	3,	0,	0,	15,
0,	2,	1,	Jake Smith4,	2013-12-12 01:39:02,	53,	2,	0,	0,	16,
0,	2,	1,	User31070,	2013-12-10 23:06:04,	48,	3,	0,	0,	16,
0,	2,	1,	zenopcpe,	2013-12-10 18:38:44,	48,	1,	0,	0,	14,
0,	2,	1,	Marcos Assis Silva,	2013-12-10 18:27:31,	48,	1,	0,	0,	14,
0,	2,	1,	Craig Rowland,	2013-12-09 19:55:01,	53,	3,	0,	0,	17,
0,	2,	2,	Mauro de Curtis,	2013-12-08 01:07:07,	11,	1,	0,	0,	11,
0,	2,	1,	UserY Y32,	2013-12-07 16:45:37,	52,	2,	0,	0,	16,
0,	2,	1,	coolcreator,	2013-12-07 04:20:00,	48,	2,	0,	0,	15,
0,	2,	2,	andy gowrley,	2013-12-06 22:03:36,	12,	4,	0,	0,	14,
0,	2,	1,	Ejas-Nambali,	2013-12-02 19:24:57,	20,	2,	0,	0,	13,
0,	2,	1,	Reise Watson,	2013-11-28 13:57:50,	30,	2,	0,	0,	14,
0,	2,	2,	User842623,	2013-09-30 10:17:59,	36,	5,	0,	0,	17,
0,	2,	1,	Laxman Prabhu,	2013-11-21 22:35:50,	73,	6,	0,	0,	22,
0,	2,	1,	Manjunath Patil,	2013-09-13 03:16:58,	50,	4,	1,	0,	19,
0,	2,	1,	User66097,	2013-11-13 23:25:23,	26,	7,	0,	0,	18,
0,	2,	1,	toolman2011,	2013-10-28 21:53:45,	88,	8,	3,	0,	28,
0,	2,	1,	chloeychoi,	2013-10-22 22:52:44,	65,	23,	0,	0,	26,
0,	2,	2,	User450549,	2013-10-06 16:22:24,	11,	2,	0,	0,	12,
0,	2,	1,	User12205,	2013-10-18 22:27:01,	23,	2,	0,	0,	13,
0,	2,	1,	Monica Castaneda,	2013-10-18 22:38:09,	26,	1,	0,	0,	12,
0,	2,	1,	Jasmine Tinoco,	2013-10-18 22:25:11,	24,	2,	0,	0,	13,
0,	2,	1,	Emelin Estrada,	2013-10-18 19:28:04,	11,	1,	2,	0,	13,
0,	2,	1,	Alexandra Vtyurina4,	2013-09-27 18:56:16,	49,	3,	0,	0,	16,
0,	2,	1,	Gramatik,	2013-03-06 23:05:13,	45,	44,	0,	0,	26,
0,	2,	2,	Patrick K.,	2013-09-20 22:28:32,	0,	4,	1,	0,	5,
0,	2,	1,	User04295,	2013-05-31 02:39:21,	52,	2,	0,	0,	16,
0,	2,	1,	User38182,	2013-01-06 18:53:31,	35,	10,	0,	0,	22,
0,	2,	1,	michal.cz,	2012-10-24 23:11:47,	80,	20,	0,	0,	28,
0,	2,	1,	User511280,	2013-02-27 22:39:13,	5,	1,	0,	0,	6,
0,	2,	1,	Akkineni Ajay Krishna,	2012-11-18 14:05:11,	8,	8,	0,	0,	16,
0,	2,	1,	Peter Provost ,	2011-08-20 04:43:02,	55,	10,	0,	0,	24,
0,	2,	1,	User392572,	2013-05-27 09:50:03,	99,	74,	0,	0,	34,
0,	2,	1,	Sea Shell Pearl ,	2013-06-07 01:59:01,	117,	33,	0,	0,	32,
0,	2,	1,	User6835173,	2013-05-28 13:22:18,	114,	58,	0,	0,	34,
0,	2,	1,	Priyanka Mehta,	2013-07-31 23:22:08,	72,	3,	1,	0,	20,
0,	2,	1,	Cj Barcenas,	2013-06-15 19:49:21,	1,	1,	0,	0,	2,
0,	2,	1,	TheBigAUSC,	2013-06-15 19:46:35,	1,	4,	0,	0,	5,
0,	2,	1,	Paul Mitre,	2013-06-15 20:26:50,	1,	1,	0,	0,	2,
0,	2,	1,	lycan.999,	2013-05-30 11:02:15,	150,	68,	1,	0,	40,
0,	2,	1,	Tammy Shih,	2013-06-02 03:55:58,	0,	1,	0,	0,	1,
0,	2,	1,	Lawrence Hung,	2013-06-02 04:02:09,	2,	1,	0,	0,	3,
0,	1,	1,	Monique Davidson,	2013-12-30 00:37:45,	20,	3,	0,	0,	14,
0,	1,	1,	User645803,	2014-01-05 21:06:41,	0,	1,	0,	0,	1,
0,	1,	1,	Franz MATTA,	2013-12-07 13:21:07,	20,	5,	0,	0,	16,
0,	1,	1,	Kevin Johnson,	2014-01-01 03:03:39,	20,	1,	0,	0,	12,
0,	1,	1,	User300345,	2013-12-22 04:35:04,	20,	4,	0,	0,	15,
0,	1,	1,	User891715,	2013-12-29 15:48:39,	20,	1,	0,	0,	12,
0,	1,	1,	Eid Sous4,	2013-12-28 12:13:00,	20,	3,	0,	0,	14,
0,	1,	1,	Kevin Campbell,	2013-12-11 00:35:27,	5,	3,	0,	0,	8,
0,	1,	1,	Nick Stivers,	2013-12-20 21:18:15,	20,	1,	0,	0,	12,
0,	1,	1,	User798147,	2013-12-18 05:35:04,	20,	2,	0,	0,	13,
0,	1,	1,	Venu Balakrishnan,	2013-09-03 07:41:10,	0,	2,	0,	0,	2,
0,	1,	1,	Lizzie Beach,	2013-12-16 10:07:47,	34,	1,	0,	0,	13,
0,	1,	1,	Samantha Beattie,	2013-12-16 13:21:36,	20,	1,	0,	0,	12,
0,	1,	1,	User680693,	2013-12-15 16:33:08,	20,	1,	0,	0,	12,
0,	1,	1,	iMAXIMUS Orlando,	2013-12-13 13:15:01,	20,	1,	0,	0,	12,
0,	1,	1,	Maria Gleason,	2013-12-12 00:54:22,	20,	2,	0,	0,	13,
0,	1,	1,	Abdulla Al-Saihati,	2013-12-10 00:18:56,	20,	2,	0,	0,	13,
0,	1,	1,	Riley Perez,	2013-12-06 17:29:14,	19,	1,	0,	0,	11,
0,	1,	1,	User264952,	2013-12-05 20:45:54,	20,	2,	0,	0,	13,
0,	1,	1,	David Martin7,	2013-09-10 20:16:20,	36,	18,	0,	0,	22,
0,	1,	1,	szblasius,	2013-11-26 22:43:06,	18,	3,	0,	0,	13,
0,	1,	1,	Ye Xirong,	2013-09-13 18:32:09,	50,	5,	0,	0,	19,
0,	1,	1,	User263548,	2013-11-22 21:12:19,	36,	1,	0,	0,	13,
0,	1,	1,	Janet  Chen,	2013-09-13 18:31:18,	44,	6,	0,	0,	19,
0,	1,	1,	User99394,	2013-09-13 18:30:58,	58,	5,	0,	0,	19,
0,	1,	1,	Lyn Chen2,	2013-11-22 17:33:14,	30,	2,	0,	0,	14,
0,	1,	1,	Piyush Maheshwari,	2013-11-20 21:59:26,	48,	5,	0,	0,	18,
0,	1,	1,	Priam Mukundan,	2013-09-12 22:05:23,	46,	5,	0,	0,	18,
0,	1,	1,	User0661012,	2013-11-15 14:56:11,	18,	4,	0,	0,	14,
0,	1,	1,	Marc Smith,	2013-11-09 21:26:38,	18,	3,	0,	0,	13,
0,	1,	1,	justin jordan,	2013-07-08 21:36:19,	24,	4,	0,	0,	15,
0,	1,	1,	ambanwala,	2013-10-09 18:17:46,	56,	5,	0,	0,	19,
0,	1,	1,	danielduan,	2013-05-24 23:03:31,	42,	2,	0,	0,	15,
0,	1,	1,	Jeffrey Ouyang,	2013-05-24 22:26:35,	0,	1,	0,	0,	1,
0,	1,	1,	Daniel Choi,	2013-05-24 03:17:23,	41,	5,	0,	0,	18,
0,	1,	1,	User168852,	2013-04-12 14:47:53,	35,	38,	0,	0,	24,
0,	1,	1,	User527292,	2013-04-26 10:19:14,	14,	1,	0,	0,	11,
0,	1,	1,	User5923423,	2013-03-27 17:23:03,	0,	1,	0,	0,	1,
0,	1,	1,	Matt Palazzetti,	2013-03-08 19:26:38,	18,	3,	0,	0,	13,
0,	1,	1,	User11576,	2013-02-18 19:37:41,	2,	1,	0,	0,	3,
0,	1,	1,	nerdmegz,	2013-02-18 20:40:25,	3,	5,	0,	0,	8,
0,	1,	1,	Chris Obi-Wan Wansitler,	2013-02-16 15:32:06,	6,	1,	0,	0,	7,
0,	1,	1,	User00206,	2013-02-15 17:39:08,	3,	1,	0,	0,	4,
0,	1,	1,	User44704,	2013-02-15 17:44:59,	5,	1,	0,	0,	6,
0,	1,	1,	User342754,	2013-01-11 20:29:08,	30,	1,	0,	0,	13,
0,	1,	1,	User09920,	2012-12-01 15:51:27,	12,	10,	0,	0,	20,
0,	1,	1,	Love Baseball,	2013-12-13 18:04:20,	20,	4,	0,	0,	15,
0,	1,	1,	Jeremy David Kroetsch,	2013-12-13 19:44:18,	20,	2,	0,	0,	13,
0,	1,	1,	User986738,	2013-12-13 16:14:29,	20,	1,	0,	0,	12,
0,	1,	1,	User914877,	2013-12-13 04:24:01,	20,	2,	0,	0,	13,
0,	1,	1,	Oakley Singer,	2013-12-12 19:32:32,	20,	1,	0,	0,	12,
0,	1,	1,	User7572,	2013-12-12 16:02:35,	20,	1,	0,	0,	12,
0,	1,	1,	User578728,	2013-08-25 19:28:58,	0,	1,	0,	0,	1,
0,	1,	1,	samithwic,	2013-07-14 15:39:37,	8,	1,	0,	0,	9,
0,	1,	1,	User480628,	2013-07-02 14:58:24,	125,	12,	0,	0,	31,
0,	1,	1,	User10135,	2013-06-02 03:55:31,	2,	1,	0,	0,	3,
0,	1,	1,	Seu Mei Fung,	2013-06-02 05:26:21,	0,	1,	0,	0,	1,
0,	1,	1,	Kevin Duong,	2013-06-02 05:20:02,	0,	1,	0,	0,	1,
0,	1,	1,	Jeremy Tran,	2013-06-02 03:55:34,	1,	1,	0,	0,	2,
0,	1,	1,	Lingyee Wong,	2013-06-02 03:55:36,	0,	2,	0,	0,	2,
