is_interactive,	number_of_scripts,	number_of_completed_tutorials,	author_name,	join_date,	features,	activedays,	receivedpositivereviews,	subscribers,	score,	
0,	30,	2,	Jurrijan,	2013-08-27 16:28:52,	156,	18,	0,	0,	34,
0,	29,	1,	Julie Nguyen,	2013-09-10 17:19:21,	109,	53,	3,	0,	36,
0,	28,	2,	Tobuscus 2,	2013-11-14 17:09:50,	125,	36,	0,	0,	33,
0,	28,	2,	coolbeaf,	2011-10-16 00:36:58,	90,	85,	3,	0,	38,
0,	27,	1,	Helen Nguyen,	2013-09-09 17:35:45,	104,	52,	0,	0,	33,
0,	27,	3,	Lewis Cromack,	2013-11-14 16:44:15,	90,	31,	0,	0,	30,
0,	27,	3,	MaxAgafonov,	2011-11-20 00:32:51,	105,	12,	0,	0,	29,
0,	26,	2,	slideguy,	2013-01-07 22:38:04,	173,	94,	2,	0,	46,
0,	26,	2,	User0777022,	2013-12-07 20:33:15,	104,	3,	0,	0,	22,
0,	24,	3,	beach boy,	2013-12-26 06:46:44,	40,	13,	1,	0,	24,
0,	24,	3,	Anthony Palermo-Veilleux,	2013-12-09 23:24:17,	100,	7,	0,	0,	26,
0,	24,	3,	pixalex-cp,	2013-12-09 17:18:01,	81,	9,	0,	0,	26,
0,	24,	2,	POOF12345,	2013-09-04 18:33:03,	93,	35,	1,	2,	33,
0,	24,	1,	catherine nguyen,	2013-09-11 17:18:19,	104,	37,	1,	0,	32,
0,	24,	3,	Violator Kush Wright,	2013-10-04 18:23:59,	96,	21,	0,	0,	29,
0,	22,	2,	Kevin Boxhoorn,	2013-10-17 12:34:50,	154,	26,	1,	0,	36,
0,	22,	2,	harrisdwjr .,	2013-12-09 15:40:20,	86,	6,	0,	0,	23,
0,	22,	2,	erich3115,	2013-08-15 01:16:13,	19,	20,	0,	0,	21,
0,	22,	2,	Ashleyyy!(:,	2013-10-21 19:13:21,	81,	28,	1,	0,	29,
0,	22,	2,	hay nakei!,	2013-10-21 19:13:47,	111,	38,	6,	3,	41,
0,	20,	2,	ImTheHat,	2013-09-04 18:33:15,	102,	32,	0,	3,	34,
0,	20,	5,	Peter Heldens,	2011-11-17 22:03:49,	414,	413,	435,	84,	169,
0,	20,	2,	Zayeem Hamid,	2013-09-04 02:58:36,	96,	35,	2,	0,	32,
0,	19,	1,	mohamed mohamed,	2013-09-18 17:14:51,	100,	43,	1,	0,	33,
0,	19,	1,	Jake the man,	2013-05-05 04:10:17,	328,	61,	0,	0,	56,
0,	19,	1,	Diana Ford,	2013-05-31 02:26:50,	72,	18,	0,	0,	26,
0,	18,	1,	JJ Harrison-Eason,	2013-09-27 12:39:48,	104,	16,	1,	0,	30,
0,	18,	2,	gomizzou45,	2013-09-20 17:30:37,	90,	24,	0,	0,	29,
0,	18,	2,	R1C3xN1NJA,	2013-09-05 01:04:33,	79,	33,	0,	0,	28,
0,	18,	2,	Cupcakes :P,	2013-09-04 18:33:37,	72,	25,	3,	4,	34,
0,	18,	2,	Yaniv Nahum,	2013-10-07 14:19:06,	94,	6,	0,	0,	24,
0,	17,	1,	Gursharan Kaur,	2013-09-11 12:23:01,	111,	21,	2,	3,	36,
0,	17,	1,	User00863,	2013-05-14 21:21:18,	39,	17,	0,	0,	22,
0,	16,	2,	The 4th Doctor,	2013-12-13 19:07:39,	81,	9,	0,	0,	26,
0,	16,	2,	User72213,	2013-03-26 08:27:08,	97,	40,	0,	0,	31,
0,	16,	2,	Ivanae Ellerbee,	2013-12-05 00:05:24,	68,	5,	0,	0,	20,
0,	16,	2,	PikaChuChuTrain,	2013-09-04 18:36:03,	76,	36,	0,	0,	28,
0,	16,	2,	CptTeemoOnDuty,	2013-09-04 18:33:48,	85,	34,	0,	0,	29,
0,	16,	2,	B111PPI<3,	2013-09-05 01:58:23,	37,	48,	0,	0,	25,
0,	16,	1,	Amy_Chan4,	2013-06-01 20:55:14,	102,	14,	0,	0,	29,
0,	15,	3,	User108752,	2013-12-14 17:27:44,	87,	2,	0,	0,	19,
0,	15,	3,	Gabriel Jones,	2013-12-13 20:54:27,	76,	18,	1,	0,	27,
0,	15,	1,	GPAppDev,	2013-08-02 16:28:44,	147,	85,	0,	0,	40,
0,	15,	1,	Darbi Finney,	2013-10-04 18:19:30,	99,	17,	0,	0,	28,
0,	15,	1,	Yaquba MNur User 8030,	2012-03-31 05:37:55,	15,	40,	2,	0,	25,
0,	14,	2,	User51211,	2014-01-03 08:22:43,	52,	2,	0,	0,	16,
0,	14,	2,	userdo9jhb,	2013-12-07 15:35:56,	85,	9,	0,	0,	26,
0,	14,	1,	Duckington Hassleberry,	2013-09-04 12:28:50,	70,	17,	2,	1,	29,
0,	14,	2,	ogedei0501,	2013-09-04 22:06:09,	69,	25,	2,	0,	28,
0,	14,	2,	Michael Binshtock,	2013-11-03 08:54:35,	92,	2,	0,	0,	20,
0,	13,	1,	Cameron Austin Varley,	2013-12-05 18:56:22,	90,	5,	0,	0,	23,
0,	12,	2,	yonghee lee,	2013-12-19 23:22:04,	74,	3,	0,	0,	19,
0,	12,	2,	Staci Eisman,	2013-12-14 17:27:43,	67,	1,	1,	0,	17,
0,	12,	2,	alstrong,	2013-10-03 08:11:47,	133,	76,	3,	0,	41,
0,	12,	1,	Nazar Oladepo,	2013-12-10 17:28:34,	79,	6,	0,	0,	22,
0,	12,	2,	Amer Rashid,	2013-12-06 13:59:46,	81,	16,	1,	0,	28,
0,	12,	2,	Jason Lowe,	2013-10-22 01:12:18,	71,	30,	0,	1,	29,
0,	12,	3,	Bob Brain,	2013-10-15 15:51:15,	86,	6,	1,	0,	24,
0,	12,	1,	Christian Davidson,	2013-06-15 19:51:12,	10,	6,	0,	0,	16,
0,	12,	1,	Emily Vogel,	2013-06-15 19:46:50,	16,	3,	0,	0,	13,
0,	11,	1,	RgPiccioni,	2013-07-18 20:37:13,	116,	33,	0,	0,	32,
0,	11,	1,	Daicie Mindt,	2013-12-13 16:14:52,	86,	4,	0,	0,	21,
0,	11,	1,	Van Baemsen,	2013-12-04 15:24:33,	87,	5,	0,	0,	22,
0,	11,	1,	Kenneth Ynoa,	2013-11-15 23:13:41,	82,	12,	0,	0,	27,
0,	11,	1,	JenniferMarsman,	2013-01-31 08:24:19,	56,	23,	2,	1,	28,
0,	11,	1,	William Morrow,	2013-06-15 19:48:36,	15,	9,	0,	0,	19,
0,	10,	2,	FoodfrenzyGaming,	2013-12-06 21:18:29,	50,	18,	0,	0,	24,
0,	10,	1,	User420132,	2014-01-03 12:13:38,	84,	2,	0,	0,	19,
0,	10,	1,	Philipp Weigel,	2013-09-04 20:35:24,	102,	38,	0,	0,	31,
0,	10,	1,	sam bucolo,	2013-12-18 00:17:28,	91,	3,	0,	0,	21,
0,	10,	2,	MATTHEW BILLINGSLEY,	2013-12-13 16:40:41,	106,	4,	1,	0,	24,
0,	10,	2,	Stefanos V,	2013-09-24 10:04:20,	193,	50,	0,	0,	42,
0,	10,	2,	KatiaE_KatiaE,	2013-12-12 08:34:21,	86,	6,	0,	0,	23,
0,	10,	2,	b Harris1,	2013-12-14 17:35:15,	87,	2,	0,	0,	19,
0,	10,	2,	Linda Tsai,	2013-12-14 17:42:20,	87,	2,	0,	0,	19,
0,	10,	2,	S tako998,	2013-12-14 17:30:19,	87,	8,	0,	0,	25,
0,	10,	2,	W.Ralston,	2013-10-19 19:14:23,	90,	25,	0,	0,	29,
0,	10,	1,	Mu'taz111,	2013-12-06 17:21:54,	87,	8,	0,	0,	25,
0,	10,	2,	User174170,	2013-11-13 21:56:17,	79,	6,	0,	0,	22,
0,	10,	1,	ArnoldTrinidad,	2013-06-15 23:09:33,	63,	8,	0,	0,	23,
0,	9,	1,	Kim Eisoher,	2013-06-10 22:51:35,	95,	7,	0,	0,	25,
0,	9,	3,	ozgurkinaci,	2013-04-03 18:55:23,	126,	9,	0,	0,	30,
0,	9,	1,	Kieran Dickenson,	2013-09-27 12:35:26,	80,	10,	3,	0,	30,
0,	9,	1,	Hannah Townsend,	2013-09-11 09:56:44,	56,	9,	0,	0,	23,
0,	9,	1,	Mohsin Junaid,	2013-01-30 23:20:00,	155,	29,	0,	0,	35,
0,	9,	1,	Towmonster,	2013-05-27 03:04:49,	112,	67,	0,	0,	35,
0,	9,	1,	User281737,	2013-06-15 19:47:24,	4,	9,	0,	0,	13,
0,	8,	1,	tomicCat,	2013-09-18 00:11:33,	282,	97,	5,	1,	61,
0,	8,	1,	Cecily Heiner,	2013-03-07 22:12:49,	67,	16,	0,	0,	25,
0,	8,	2,	Cody Smead,	2013-12-16 02:55:40,	22,	6,	0,	0,	17,
0,	8,	2,	User308517,	2013-12-12 20:54:47,	72,	5,	1,	0,	22,
0,	8,	2,	foxrokwa,	2012-01-21 12:48:51,	72,	5,	0,	0,	21,
0,	8,	2,	MacGyver Software,	2013-12-09 22:22:58,	76,	9,	0,	0,	25,
0,	8,	2,	Noah Naylor,	2013-12-12 20:10:23,	71,	6,	0,	0,	22,
0,	8,	2,	Bob Valdez,	2013-12-14 17:28:44,	85,	2,	0,	0,	19,
0,	8,	2,	Peter Fatzaun,	2013-12-14 17:28:31,	74,	1,	0,	0,	17,
0,	8,	2,	User789resU,	2013-12-14 18:24:12,	87,	4,	0,	0,	21,
0,	8,	2,	Mohit Chaudhary,	2013-07-23 09:45:06,	94,	15,	0,	0,	28,
0,	8,	2,	UserC W97,	2013-11-13 19:06:11,	69,	11,	0,	0,	25,
0,	8,	1,	User41690,	2013-11-07 11:24:58,	70,	14,	0,	0,	26,
0,	8,	1,	Nick S_Tyee,	2013-09-04 21:59:43,	129,	47,	15,	1,	45,
0,	8,	1,	ONGpandacrazy101,	2013-10-21 19:16:03,	82,	31,	0,	1,	30,
0,	8,	2,	Bmaltos13,	2013-09-04 22:03:30,	76,	28,	1,	0,	28,
0,	8,	1,	sopranje,	2011-08-06 10:14:22,	243,	127,	4,	0,	58,
0,	8,	2,	Deesee64,	2013-11-18 20:52:15,	90,	6,	0,	0,	24,
0,	8,	1,	Rex Christensen,	2013-06-15 20:00:46,	4,	5,	0,	1,	10,
0,	7,	1,	Sam Jones,	2013-12-03 15:49:49,	84,	5,	0,	0,	22,
0,	7,	1,	Ross McKenzie,	2013-12-03 15:50:01,	71,	10,	0,	0,	26,
0,	7,	1,	Aaron Wright,	2013-12-13 21:18:59,	67,	3,	0,	0,	18,
0,	7,	1,	Ponsture,	2013-11-29 21:26:25,	81,	9,	0,	0,	26,
0,	7,	1,	FokuSmok,	2013-12-04 15:02:32,	79,	4,	0,	0,	20,
0,	7,	1,	Pranay Karani,	2013-11-15 07:35:31,	56,	5,	0,	0,	19,
0,	7,	1,	Savannah Evans,	2013-12-03 10:26:03,	81,	4,	0,	0,	21,
0,	7,	1,	Glass Alchemist ,	2013-09-04 22:00:03,	102,	42,	1,	0,	33,
0,	7,	1,	JewelNeve Bacani,	2013-11-14 10:19:53,	76,	2,	0,	0,	18,
0,	7,	1,	Gordon McGirr,	2013-08-28 14:46:01,	68,	21,	1,	0,	27,
0,	7,	1,	physics cat,	2013-08-11 01:36:42,	183,	88,	7,	0,	51,
0,	7,	1,	KrisWard,	2013-09-11 11:49:37,	60,	6,	0,	0,	21,
0,	7,	1,	liuxiaobin,	2013-04-13 15:55:33,	97,	10,	0,	0,	28,
0,	6,	1,	j.mistry19,	2013-10-09 12:18:02,	104,	14,	0,	0,	29,
0,	6,	1,	Vladster1256,	2013-09-25 02:19:47,	70,	5,	0,	0,	21,
0,	6,	1,	Jack Gurney,	2013-12-03 15:59:22,	81,	5,	0,	0,	22,
0,	6,	1,	User212711,	2013-12-30 18:28:23,	57,	6,	0,	0,	20,
0,	6,	1,	Jack Wilensky1,	2013-12-27 18:04:16,	34,	7,	0,	0,	19,
0,	6,	1,	jovchevk,	2011-08-05 11:36:15,	207,	42,	0,	0,	42,
0,	6,	1,	User153569,	2013-09-26 20:58:28,	63,	10,	0,	0,	25,
0,	6,	1,	Evan Jones,	2013-05-13 14:14:53,	77,	12,	0,	0,	26,
0,	6,	1,	Rattan Bhorjee,	2013-09-27 12:41:20,	70,	10,	2,	0,	28,
0,	6,	1,	Josh Silverthorne,	2013-12-05 12:46:27,	78,	3,	0,	0,	19,
0,	6,	1,	Katy Conn,	2013-11-21 13:51:09,	77,	4,	1,	0,	21,
0,	6,	1,	Garrett Credi,	2013-12-13 19:18:37,	64,	6,	0,	0,	21,
0,	6,	2,	krisMJ23,	2013-12-12 10:01:21,	61,	8,	1,	1,	25,
0,	6,	3,	User15034,	2013-07-26 06:37:55,	62,	47,	0,	0,	28,
0,	6,	2,	Alexa Lambert,	2013-12-10 22:44:34,	59,	4,	0,	0,	18,
0,	6,	1,	User08771,	2013-11-28 13:00:21,	65,	2,	0,	0,	17,
0,	6,	2,	User858507,	2013-05-30 21:58:15,	79,	15,	1,	0,	27,
0,	6,	3,	hirakJSa,	2013-09-12 17:28:50,	18,	13,	0,	0,	20,
0,	6,	2,	User5857,	2011-12-01 20:04:57,	66,	32,	0,	0,	27,
0,	6,	1,	ChonyBon,	2013-10-22 18:29:26,	56,	29,	1,	0,	26,
0,	6,	2,	heyitevilynnn,	2013-10-21 21:29:44,	74,	27,	0,	0,	27,
0,	6,	1,	User141139,	2013-10-15 15:51:36,	81,	7,	1,	0,	25,
0,	6,	1,	Josh Wilson,	2013-10-15 15:51:45,	79,	7,	1,	0,	24,
0,	6,	1,	Kaitlyn Agnew,	2013-11-19 15:05:55,	56,	2,	0,	0,	16,
0,	6,	2,	Emma Morter,	2013-11-12 15:21:31,	44,	3,	0,	0,	16,
0,	6,	1,	User14528,	2013-08-16 19:22:05,	79,	49,	0,	0,	29,
0,	6,	1,	Peaches123,	2013-10-22 03:46:34,	59,	29,	0,	0,	25,
0,	6,	1,	Eyal Carmel,	2013-06-25 11:31:34,	72,	3,	0,	0,	19,
0,	6,	2,	GiantDemo,	2013-10-28 12:53:41,	134,	13,	1,	0,	33,
0,	6,	2,	User840755,	2013-10-26 07:19:29,	12,	1,	0,	0,	11,
0,	6,	1,	Ben Clark,	2013-09-12 13:49:59,	60,	7,	0,	0,	22,
0,	6,	1,	User10819,	2011-12-15 15:48:17,	20,	7,	0,	0,	18,
0,	6,	1,	Mati Agam,	2013-06-15 19:55:28,	0,	3,	0,	0,	3,
0,	5,	1,	Sadat Daniel,	2013-12-31 10:28:31,	78,	2,	0,	0,	18,
0,	5,	1,	User188900,	2013-12-20 10:25:31,	71,	2,	0,	0,	18,
0,	5,	1,	harrynuriman,	2013-12-16 02:19:37,	77,	8,	0,	0,	24,
0,	5,	1,	User993893,	2013-12-18 16:35:13,	65,	3,	0,	0,	18,
0,	5,	1,	Samuel Jefferys,	2013-12-04 15:15:56,	65,	7,	0,	0,	22,
0,	5,	1,	susan Ferdinando,	2013-12-14 18:19:03,	76,	5,	0,	0,	21,
0,	5,	1,	User251552,	2013-12-10 17:51:18,	65,	4,	0,	0,	19,
0,	5,	1,	Stephen Moffat,	2013-12-02 16:35:07,	78,	3,	0,	0,	19,
0,	5,	1,	ivancho72,	2012-12-06 13:05:48,	182,	19,	3,	0,	40,
0,	5,	1,	Pratik Padia,	2013-12-11 07:11:45,	75,	2,	0,	0,	18,
0,	5,	1,	TheRealChuChuTrain,	2013-09-04 18:34:15,	63,	31,	0,	0,	27,
0,	5,	1,	User979143,	2013-08-16 19:22:09,	95,	61,	0,	0,	33,
0,	5,	1,	Johnathan,	2013-11-14 15:17:11,	56,	6,	0,	0,	20,
0,	5,	1,	User62393,	2013-11-13 14:05:16,	77,	3,	0,	0,	19,
0,	5,	1,	LilCutenez,	2013-10-31 04:47:34,	88,	7,	0,	0,	24,
0,	5,	1,	Maria Ure,	2013-11-03 08:53:09,	78,	6,	0,	0,	22,
0,	5,	1,	hellicik,	2013-04-22 17:52:40,	44,	10,	0,	0,	23,
0,	5,	1,	sathishkg,	2013-02-05 09:58:50,	69,	22,	0,	0,	26,
0,	4,	1,	Morgan G15,	2013-12-04 16:32:05,	62,	4,	0,	0,	19,
0,	4,	1,	Goseyn33,	2013-07-23 19:44:55,	203,	33,	2,	0,	43,
0,	4,	1,	emma beharry,	2013-12-29 17:48:22,	64,	1,	0,	0,	16,
0,	4,	1,	User2605,	2013-12-28 21:46:10,	67,	2,	2,	0,	19,
0,	4,	2,	CM Clemente,	2012-12-01 07:21:10,	45,	9,	0,	0,	22,
0,	4,	1,	BRAHIMA ANN,	2013-12-12 21:09:55,	69,	3,	0,	0,	18,
0,	4,	1,	ANTHONY PEREZ,	2013-12-13 16:41:21,	76,	4,	0,	0,	20,
0,	4,	1,	Oliver Kimmins,	2013-12-04 15:16:12,	63,	6,	0,	0,	21,
0,	4,	1,	AthosBenther,	2013-10-02 09:03:21,	74,	16,	0,	0,	26,
0,	4,	1,	Eric Reynolds,	2013-12-13 15:24:57,	65,	7,	0,	0,	22,
0,	4,	2,	David Braun,	2013-12-14 17:27:46,	70,	3,	0,	0,	19,
0,	4,	2,	evanHanani evanHanani,	2013-12-14 21:01:21,	42,	1,	0,	0,	14,
0,	4,	2,	Userd o07,	2013-12-14 17:31:15,	70,	1,	0,	0,	17,
0,	4,	2,	User429360,	2013-12-14 17:31:29,	70,	8,	0,	0,	24,
0,	4,	2,	Estela Emadi,	2013-12-14 17:28:56,	66,	1,	0,	0,	16,
0,	4,	2,	mike pouraryan,	2013-12-14 17:27:53,	46,	1,	0,	0,	14,
0,	4,	2,	Adam o connor,	2013-12-11 21:15:43,	49,	4,	0,	0,	17,
0,	4,	1,	User877953,	2013-12-12 18:19:07,	72,	2,	0,	0,	18,
0,	4,	1,	asteb_1977,	2013-02-03 15:03:41,	144,	56,	2,	0,	39,
0,	4,	1,	Kathleen E Hartwell,	2013-12-10 22:36:41,	57,	8,	0,	0,	22,
0,	4,	2,	Tecmadkid,	2013-12-07 01:26:29,	51,	4,	0,	0,	18,
0,	4,	2,	User16898,	2013-12-07 03:05:29,	49,	5,	0,	0,	18,
0,	4,	2,	Harrison Senesac,	2013-12-04 02:46:54,	70,	1,	1,	0,	18,
0,	4,	2,	KngHawkon,	2011-08-24 20:04:25,	13,	4,	0,	0,	14,
0,	4,	2,	User896500,	2013-11-23 05:54:10,	65,	7,	0,	0,	22,
0,	4,	2,	JirachiPrime,	2013-03-17 18:27:39,	40,	26,	0,	0,	24,
0,	4,	2,	User109820,	2013-11-21 12:52:48,	34,	8,	0,	0,	20,
0,	4,	4,	erickson campos do carmo,	2013-11-27 09:48:04,	0,	1,	0,	0,	1,
0,	4,	1,	Max Peanator,	2013-10-15 15:55:35,	76,	14,	0,	0,	26,
0,	4,	1,	User861815,	2013-11-21 13:10:42,	57,	2,	0,	0,	16,
0,	4,	1,	Burnsy Junior,	2013-11-14 10:38:36,	59,	9,	0,	0,	23,
0,	4,	1,	George Watts,	2013-11-14 10:37:13,	50,	6,	0,	0,	20,
0,	4,	1,	User06420,	2013-11-14 10:37:18,	57,	4,	0,	0,	18,
0,	4,	4,	User850732,	2013-11-17 09:23:16,	0,	1,	0,	0,	1,
0,	4,	2,	EduGamer,	2013-10-11 19:35:48,	77,	19,	1,	0,	27,
0,	4,	1,	User74370,	2013-11-03 09:05:05,	50,	3,	0,	0,	17,
0,	4,	2,	Adam Gigstad,	2013-10-06 20:21:25,	28,	4,	0,	0,	15,
0,	4,	1,	Awkconsul,	2013-09-23 16:25:11,	77,	15,	1,	0,	27,
0,	4,	1,	Xavier Fahndrich,	2011-12-08 16:51:57,	30,	25,	0,	0,	23,
0,	4,	2,	User934621,	2013-09-13 14:25:54,	9,	1,	0,	0,	10,
0,	4,	2,	User37940,	2013-08-30 18:21:55,	30,	1,	0,	0,	13,
0,	4,	1,	user001234,	2013-05-08 03:42:57,	184,	58,	0,	0,	41,
0,	4,	1,	Jacob Cynamon-Murphy,	2012-10-23 20:56:55,	39,	16,	0,	0,	22,
0,	4,	1,	Tiffany Siu,	2013-06-02 02:37:17,	0,	1,	0,	0,	1,
0,	3,	1,	Harry Spennewyn,	2013-12-04 14:49:07,	56,	4,	0,	0,	18,
0,	3,	1,	User53303,	2014-01-06 15:30:14,	52,	4,	0,	0,	18,
0,	3,	1,	THEREALIRONBOT,	2013-12-31 08:33:49,	52,	5,	0,	0,	19,
0,	3,	1,	Elise Festvog,	2013-12-18 20:26:15,	53,	2,	0,	0,	16,
0,	3,	1,	karanvthakkar,	2013-12-17 13:08:50,	50,	2,	1,	0,	17,
0,	3,	1,	Andreas Mueller,	2013-12-12 19:21:29,	52,	10,	0,	0,	24,
0,	3,	1,	Kirk Webber,	2013-12-12 16:29:45,	53,	4,	0,	0,	18,
0,	3,	1,	Bilal Djaghout,	2013-12-13 16:38:04,	52,	1,	0,	0,	15,
0,	3,	1,	JOSEPH CASTELLANOS,	2013-12-12 21:12:42,	52,	2,	0,	0,	16,
0,	3,	1,	Roma Roman,	2013-12-12 11:46:54,	60,	1,	0,	0,	16,
0,	3,	1,	Thien Le6,	2013-12-10 18:21:09,	61,	3,	0,	0,	18,
0,	3,	1,	Callium Savage,	2013-12-06 12:08:44,	48,	5,	0,	0,	18,
0,	3,	1,	User16567,	2013-12-07 18:50:13,	57,	4,	0,	0,	18,
0,	3,	1,	Emily Parish,	2013-12-03 10:22:27,	52,	3,	1,	0,	18,
0,	3,	1,	madsufichupex,	2013-10-27 18:49:53,	58,	5,	0,	0,	19,
0,	3,	1,	Hanxiao Fu,	2013-09-13 04:15:20,	76,	9,	0,	0,	25,
0,	3,	1,	Wenzhe  Deng,	2013-09-13 06:57:22,	66,	6,	1,	0,	22,
0,	3,	1,	Prashama,	2013-09-13 18:38:53,	85,	7,	0,	0,	24,
0,	3,	1,	User638677,	2013-11-11 17:32:03,	45,	6,	0,	0,	19,
0,	3,	3,	Florian Zeller,	2013-11-07 09:19:54,	125,	3,	0,	0,	24,
0,	3,	1,	MizardX1,	2013-01-27 15:44:19,	229,	50,	0,	0,	45,
0,	3,	1,	Michael Martins,	2013-04-12 19:19:52,	99,	43,	0,	0,	31,
0,	3,	1,	User058843,	2013-05-23 23:21:16,	20,	2,	0,	0,	13,
0,	3,	1,	Staroe Derevo,	2013-05-08 11:06:45,	30,	10,	0,	0,	22,
0,	3,	1,	user3143147,	2013-06-02 11:32:46,	182,	30,	5,	0,	44,
0,	3,	1,	User1671991,	2013-03-05 19:59:00,	97,	58,	0,	0,	32,
0,	3,	1,	WillMease,	2013-06-05 19:20:24,	13,	10,	0,	0,	20,
0,	3,	1,	Annie Edwards,	2013-06-15 20:01:23,	1,	1,	0,	0,	2,
0,	3,	1,	Jasper P. Luong,	2013-06-02 03:55:32,	0,	4,	0,	0,	4,
0,	3,	1,	Wynn Kwan,	2013-06-02 02:36:40,	0,	1,	0,	0,	1,
0,	2,	1,	User456907,	2014-01-09 08:13:43,	30,	1,	0,	0,	13,
0,	2,	1,	User66977,	2014-01-08 03:26:01,	26,	1,	0,	0,	12,
0,	2,	1,	erogov_n21,	2014-01-06 12:23:50,	30,	3,	0,	0,	15,
0,	2,	1,	glasgowprofs,	2013-12-26 19:28:25,	56,	13,	0,	0,	24,
0,	2,	2,	User27857,	2013-12-26 14:36:10,	8,	3,	0,	0,	11,
0,	2,	1,	Padmaj P Kumar,	2013-12-28 15:06:08,	30,	2,	0,	0,	14,
